Staf_ID,Nama_Staf,Tgl_Bgb_Staf,No_Tlp_Staf,Email_Staf,Tgl_lhr_Staf,Gender_Staf,Tp_Lhr_Staf,Alamat_Staf
940,"Maimunah Pratama, S.E.",2025-06-05,+62 (198) 878 7,staf940_suffer-husband@cv.mil,1993-12-01,Laki-Laki,Banjar,"Gg. Wonoayu No. 508, Kupang, JA 58592"
941,R. Eka Hastuti,2025-10-14,0898193155,staf941_discuss-hear-stock@pd.gov,1993-10-18,Laki-Laki,Serang,"Gang Suniaraja No. 916, Malang, PB 39053"
942,Ella Mardhiyah,2025-03-21,+62 (40) 647-28,staf942_travel-company@cv.ponpes.id,1988-04-26,Laki-Laki,Singkawang,"Jl. BKR No. 161, Batam, JK 76200"
943,Banawa Setiawan,2024-01-26,(062) 227 6269,staf943_large-catch-top@perum.edu,1999-11-21,Wanita,Bandar Lampung,"Jl. Jamika No. 0, Padang, LA 60385"
944,Cemeti Mustofa,2025-05-12,+62-0990-659-46,staf944_develop-serve@pd.biz.id,1993-09-09,Laki-Laki,Serang,"Jalan Indragiri No. 04, Bandar Lampung, JA 86446"
945,Victoria Saputra,2025-06-01,0815158925,staf945_with-high-education@perum.ac.id,1995-08-30,Wanita,Palangkaraya,"Gang Kapten Muslihat No. 87, Banjarbaru, KT 89899"
946,Gawati Setiawan,2024-08-10,+62 (086) 717 5,staf946_position-business@pd.net,1996-12-03,Laki-Laki,Sorong,"Jalan Erlangga No. 134, Tasikmalaya, Jawa Barat 70697"
947,Chelsea Budiman,2025-07-08,+62 (51) 650-85,staf947_answer-doctor@perum.go.id,2002-05-14,Laki-Laki,Sawahlunto,"Jalan Jayawijaya No. 4, Balikpapan, Sumatera Utara 63873"
948,Vivi Yuniar,2025-02-08,+62-012-676-192,staf948_general-product@perum.id,1991-02-14,Wanita,Kota Administrasi Jakarta Barat,"Gg. Ronggowarsito No. 51, Padangpanjang, Jawa Barat 43077"
949,Talia Irawan,2025-12-08,+62 (72) 501-69,staf949_design-that-effort@perum.co.id,1990-10-20,Wanita,Padangpanjang,"Jl. Veteran No. 214, Tarakan, Kalimantan Timur 07447"
950,R.M. Kenzie Mangunsong,2025-10-31,(0372) 942 9099,staf950_report-five-rise@perum.web.id,2001-01-23,Laki-Laki,Denpasar,"Gang Soekarno Hatta No. 93, Cilegon, MU 18232"
951,Mahmud Wijaya,2025-02-05,+62 (0980) 028-,staf951_reality-campaign@perum.co.id,1989-01-28,Laki-Laki,Purwokerto,"Jl. Pasir Koja No. 63, Bontang, Nusa Tenggara Timur 60289"
952,Jindra Wijaya,2025-01-19,0804916383,staf952_store-wait-hard-by@perum.go.id,2004-06-05,Laki-Laki,Probolinggo,"Gang K.H. Wahid Hasyim No. 959, Tangerang Selatan, SR 83802"
953,Zahra Safitri,2024-07-18,+62-088-255-060,staf953_happy-way-family@pd.int,1985-01-02,Wanita,Tebingtinggi,"Jl. Pasteur No. 2, Bengkulu, PA 70545"
954,Salimah Andriani,2025-04-05,(0698) 423-2425,staf954_your-with-free-all@cv.mil,1990-06-21,Laki-Laki,Sorong,"Gang Sukabumi No. 3, Ternate, Gorontalo 43097"
955,Hj. Silvia Novitasari,2025-01-15,+62 (045) 524 7,staf955_go-group-deep@pt.edu,1994-05-18,Laki-Laki,Bengkulu,"Jalan Jend. Sudirman No. 088, Tegal, MU 38193"
956,R.A. Oni Puspita,2025-02-04,+62-075-221-207,staf956_worker-receive@ud.biz.id,1995-02-11,Laki-Laki,Malang,"Jalan Asia Afrika No. 9, Pontianak, NT 40543"
957,Almira Suartini,2024-05-19,+62 (66) 316-96,staf957_eat-economic-series@pd.ac.id,1986-10-31,Laki-Laki,Tomohon,"Gg. Kapten Muslihat No. 44, Balikpapan, Riau 88780"
958,Janet Damanik,2025-04-30,(095) 153-4922,staf958_know-choice-fall@cv.my.id,1999-09-16,Wanita,Sorong,"Jalan Tubagus Ismail No. 049, Surabaya, ST 80751"
959,Caraka Yuliarti,2024-01-05,+62 (35) 061-21,staf959_science-book-size@cv.mil.id,2003-11-12,Wanita,Bandung,"Gg. Dr. Djunjunan No. 841, Kediri, Kepulauan Riau 66076"
960,Atma Putra,2025-01-27,(003) 255 5096,staf960_human-nearly-heart@pt.net.id,1986-10-01,Laki-Laki,Salatiga,"Gang Sukabumi No. 06, Kota Administrasi Jakarta Barat, Sulawesi Tenggara 10392"
961,Mulya Melani,2024-03-29,+62-908-160-714,staf961_tend-student-alone@cv.id,1991-02-06,Laki-Laki,Jayapura,"Jalan Ciwastra No. 05, Kota Administrasi Jakarta Selatan, Kalimantan Barat 14152"
962,"Gangsa Hutapea, S.E.",2024-01-31,+62-072-737-999,staf962_check-behavior@perum.mil.id,1986-05-13,Laki-Laki,Dumai,"Gg. HOS. Cokroaminoto No. 551, Kendari, JK 55306"
963,Cut Kani Wahyudin,2024-03-29,089 985 2401,staf963_base-store-yourself@cv.desa.id,1990-10-06,Laki-Laki,Tasikmalaya,"Gg. PHH. Mustofa No. 7, Padang Sidempuan, Papua 02008"
964,Irfan Astuti,2025-04-29,0889355161,staf964_myself-oil-mind@pd.my.id,2005-06-12,Laki-Laki,Tual,"Jl. KH Amin Jasuta No. 3, Padangpanjang, SG 78477"
965,Violet Suartini,2025-04-14,+62-53-557-9395,staf965_agency-week-expect@cv.my.id,2003-11-23,Wanita,Bima,"Gang Gardujati No. 700, Sukabumi, PB 41373"
966,"Tgk. Sabri Nurdiyanti, S.E.I",2024-06-18,+62 (78) 398 71,staf966_drop-actually-know@perum.co.id,2000-04-09,Wanita,Kota Administrasi Jakarta Barat,"Gang Suniaraja No. 55, Surakarta, Papua Barat 28118"
967,"R.A. Oni Wijaya, M.Pd",2025-09-25,0861872705,staf967_seat-economy@cv.ponpes.id,2005-12-24,Laki-Laki,Surabaya,"Jl. Cikapayang No. 91, Gorontalo, Maluku Utara 83302"
968,"Jati Nuraini, S.Pd",2024-10-25,+62-0059-088-18,staf968_car-other-power@perum.ponpes.id,1995-12-08,Laki-Laki,Probolinggo,"Gg. Rajawali Timur No. 636, Purwokerto, Kalimantan Selatan 43927"
969,Daliman Sihotang,2024-06-08,+62-043-224-473,staf969_describe-all-into@ud.id,2000-10-18,Laki-Laki,Tanjungpinang,"Jalan Ir. H. Djuanda No. 402, Pasuruan, Sulawesi Selatan 78694"
970,Dr. Digdaya Lestari,2024-12-13,+62 (0497) 134-,staf970_table-us-pretty@ud.desa.id,1990-11-28,Wanita,Palu,"Jalan HOS. Cokroaminoto No. 213, Probolinggo, Sulawesi Selatan 91072"
971,Elvina Hutagalung,2024-11-01,(083) 165-0045,staf971_serious-defense@pt.mil.id,1992-09-05,Wanita,Parepare,"Jalan Jayawijaya No. 982, Bengkulu, SR 19577"
972,Lukita Mustofa,2024-12-14,0849525470,staf972_them-theory-north@perum.my.id,1994-05-02,Wanita,Cirebon,"Jalan Merdeka No. 36, Sukabumi, Maluku 68789"
973,dr. Martaka Sinaga,2025-07-02,+62 (077) 036 8,staf973_series-common@pd.int,1986-12-20,Wanita,Kota Administrasi Jakarta Pusat,"Jl. Sadang Serang No. 64, Binjai, Sulawesi Tengah 42359"
974,Luwar Namaga,2025-01-16,+62 (553) 188-3,staf974_others-hand-mind@pt.co.id,2005-02-08,Wanita,Tidore Kepulauan,"Jl. Kiaracondong No. 83, Bukittinggi, BB 98170"
975,Harto Wacana,2024-10-29,+62 (260) 486-4,staf975_huge-either@ud.sch.id,2001-04-29,Laki-Laki,Batam,"Gang Cikutra Barat No. 8, Bogor, KT 04376"
976,Anita Mandala,2025-11-16,+62 (366) 984 4,staf976_trial-simply-charge@pd.int,1985-09-13,Laki-Laki,Bontang,"Gang S. Parman No. 36, Purwokerto, Maluku Utara 45922"
977,Nilam Megantara,2025-05-01,(0180) 695 5895,staf977_yet-establish-me@pd.id,1987-10-22,Wanita,Bengkulu,"Jalan Setiabudhi No. 9, Banda Aceh, Kepulauan Riau 43824"
978,"Drs. Farhunnisa Rahayu, S.Pt",2025-08-19,+62 (31) 643 01,staf978_direction-trial@cv.ac.id,1997-04-09,Wanita,Denpasar,"Gg. Ciwastra No. 50, Tarakan, SG 64630"
979,"R.A. Icha Anggraini, S.E.",2024-11-09,+62 (592) 025-1,staf979_concern-church-talk@ud.net,1987-01-05,Laki-Laki,Madiun,"Jl. H.J Maemunah No. 721, Sabang, Jawa Tengah 18975"
980,"Balapati Kuswandari, S.E.I",2024-06-01,+62 (059) 113 6,staf980_i-improve-do-claim@pd.desa.id,1989-03-17,Laki-Laki,Cimahi,"Gang Dipatiukur No. 324, Metro, SS 38469"
981,"drg. Kenari Widodo, S.Kom",2025-02-18,+62 (411) 839 0,staf981_as-hospital@pd.mil,1999-10-15,Wanita,Cimahi,"Jalan K.H. Wahid Hasyim No. 685, Pangkalpinang, SU 91928"
982,Devi Fujiati,2025-03-13,0803468995,staf982_help-fish-reach@perum.edu,1988-04-24,Laki-Laki,Bandung,"Gang Setiabudhi No. 629, Surakarta, Sumatera Selatan 20130"
983,Nadia Suwarno,2024-02-18,(0327) 118-9503,staf983_story-court-down@perum.net,1993-06-26,Laki-Laki,Bukittinggi,"Jl. Rajiman No. 529, Tanjungpinang, Sumatera Barat 31213"
984,Dalima Prasasta,2025-06-02,+62 (295) 646 3,staf984_appear-trouble@pt.int,1998-10-08,Laki-Laki,Tangerang,"Jalan Rajawali Barat No. 1, Balikpapan, BT 04992"
985,"Sutan Mahesa Saputra, S.Pd",2024-12-02,(0110) 390-2889,staf985_television-media@cv.org,1989-03-31,Wanita,Palu,"Jl. Dr. Djunjunan No. 54, Cimahi, DI Yogyakarta 49851"
986,"R. Prayogo Sihombing, M.Ak",2025-01-11,+62 (582) 781-0,staf986_scientist-yes@pd.mil.id,1987-09-20,Wanita,Pematangsiantar,"Gang Asia Afrika No. 01, Lhokseumawe, AC 55722"
987,Ghaliyati Laksita,2024-05-18,+62 (0649) 222-,staf987_free-main-challenge@cv.my.id,2003-06-13,Wanita,Palembang,"Gang Otto Iskandardinata No. 413, Pontianak, Bali 10418"
988,Nugraha Hidayat,2025-05-02,+62 (504) 541 1,staf988_since-go-speech-any@perum.gov,1995-11-01,Wanita,Banjarmasin,"Jalan Ciwastra No. 0, Samarinda, Kalimantan Utara 88216"
989,"Padma Laksmiwati, S.E.",2025-08-09,+62 (087) 187-0,staf989_once-effect-until@perum.co.id,2000-03-26,Wanita,Lubuklinggau,"Jl. Ahmad Dahlan No. 733, Bima, Sumatera Barat 53897"
990,Bakiman Saefullah,2024-11-26,+62 (0580) 716-,staf990_born-big-say-couple@perum.net,2002-04-08,Laki-Laki,Parepare,"Gg. Wonoayu No. 06, Pekanbaru, Jawa Tengah 91960"
991,Ikhsan Yuniar,2025-02-04,+62 (119) 348-2,staf991_radio-small-break@ud.ac.id,1989-04-23,Wanita,Tidore Kepulauan,"Jl. Cikutra Barat No. 6, Bekasi, GO 13988"
992,dr. Martani Pranowo,2025-08-14,+62 (98) 599-23,staf992_edge-available@ud.desa.id,1987-08-06,Wanita,Gorontalo,"Jl. Ahmad Dahlan No. 128, Dumai, BT 83139"
993,Aditya Hastuti,2025-01-15,+62 (470) 101 5,staf993_hand-task-lay@cv.edu,2003-07-05,Wanita,Sawahlunto,"Jl. Kendalsari No. 424, Bima, SB 81158"
994,Julia Halimah,2024-03-01,+62 (060) 378-9,staf994_picture-direction@perum.mil,1986-11-29,Wanita,Serang,"Gang Rumah Sakit No. 9, Tual, Sulawesi Barat 93818"
995,"KH. Rendy Ardianto, S.Pt",2024-02-19,+62 (21) 927-94,staf995_store-toward@ud.or.id,2001-11-21,Laki-Laki,Pangkalpinang,"Gg. KH Amin Jasuta No. 752, Subulussalam, SG 98719"
996,Limar Permadi,2024-01-27,+62 (0801) 380 ,staf996_plant-fall-here@cv.net.id,1998-11-05,Wanita,Tegal,"Gang Sukabumi No. 883, Lubuklinggau, Papua Barat 76318"
997,"dr. Putu Prayoga, M.Pd",2024-03-22,+62 (002) 219-9,staf997_table-tonight@pt.desa.id,1999-09-27,Laki-Laki,Bandar Lampung,"Jalan Gegerkalong Hilir No. 1, Cimahi, Kepulauan Bangka Belitung 34140"
998,drg. Sidiq Hidayanto,2024-01-25,+62 (39) 677-85,staf998_recent-collection@cv.my.id,2001-10-21,Wanita,Serang,"Gg. Kiaracondong No. 1, Bekasi, Sulawesi Barat 51986"
999,Puti Najwa Kurniawan,2024-07-14,+62-337-210-060,staf999_child-eat-real@cv.biz.id,1995-05-01,Laki-Laki,Palangkaraya,"Gang Sukajadi No. 462, Kota Administrasi Jakarta Barat, SB 81917"
1000,Zulaikha Laksita,2024-07-06,+62 (75) 970 36,staf1000_since-system@cv.desa.id,1995-11-11,Laki-Laki,Jambi,"Gang Suryakencana No. 73, Magelang, SR 25937"
