Pengacara_ID,Nama_Pengacara,Tgl_Bgb_Pca,Spesialisasi,No_Tlp_Pca,Alamat_Pengacara,Email_Pengacara,Tempat_Lahir_Pca,Tgl_Lhr_Pca,Gender_Pengacara
876,drg. Ophelia Utama,2024-02-13,Hukum Tata Negara,+62-083-779-935,"Jalan Jakarta No. 605, Tidore Kepulauan, Lampung 95641",pengacara876_garden-ability@cv.id,Magelang,1981-07-11,Wanita
877,Adiarja Kusumo,2024-06-21,Hukum Bisnis,082 524 3225,"Gg. Dipatiukur No. 27, Cimahi, KR 55712",pengacara877_pick-economic-owner@ud.net,Semarang,1979-02-22,Laki-Laki
878,Gamani Susanti,2025-07-01,Hukum Pidana,084 017 6350,"Jl. Ronggowarsito No. 707, Batu, KR 66446",pengacara878_away-believe-this@cv.biz.id,Palopo,1986-01-29,Laki-Laki
879,Ida Salahudin,2025-09-21,Hukum Tata Negara,(0384) 479 0591,"Gg. W.R. Supratman No. 178, Pagaralam, JT 92829",pengacara879_into-strategy-would@pt.sch.id,Pasuruan,1995-01-18,Wanita
880,Puti Mila Narpati,2024-10-30,Hukum Tata Negara,+62-025-073-641,"Gang Kiaracondong No. 2, Kota Administrasi Jakarta Barat, Kepulauan Riau 22038",pengacara880_discuss-rich@perum.biz.id,Pangkalpinang,1982-02-11,Laki-Laki
881,"Eva Widiastuti, S.Kom",2025-05-24,Hukum Bisnis,(0387) 535-0129,"Jl. Rajawali Timur No. 507, Tidore Kepulauan, Papua 89083",pengacara881_but-list-still@cv.net.id,Metro,1975-04-23,Wanita
882,dr. Warsita Firmansyah,2024-06-27,Hukum Bisnis,0886393125,"Jl. Waringin No. 4, Cirebon, Jambi 59398",pengacara882_up-action-east@pt.web.id,Binjai,1986-05-18,Laki-Laki
883,Zaenab Hariyah,2025-12-26,Hukum Pajak,+62 (002) 210-6,"Gang Pasirkoja No. 521, Ambon, Kepulauan Bangka Belitung 33945",pengacara883_even-hit-up-stop@pd.edu,Bogor,1986-11-24,Laki-Laki
884,"drg. Ozy Mahendra, M.M.",2025-06-09,Hukum Kepailitan,+62 (090) 331-4,"Gg. Jend. Sudirman No. 5, Bukittinggi, Riau 40041",pengacara884_loss-theory-letter@pt.id,Probolinggo,1983-04-23,Laki-Laki
885,Opan Tampubolon,2024-05-04,Hukum Kepailitan,(056) 609-7761,"Gang Dipatiukur No. 45, Payakumbuh, SN 66021",pengacara885_turn-degree@pt.my.id,Samarinda,1987-03-25,Wanita
886,Ella Pratama,2025-06-16,Hukum Bisnis,+62 (0094) 341 ,"Gang Rungkut Industri No. 6, Pekalongan, GO 18519",pengacara886_test-certain-full@ud.go.id,Bontang,1991-12-08,Laki-Laki
887,Mitra Mansur,2024-01-14,Hukum Properti,+62-97-426-8341,"Gg. Sukabumi No. 1, Gorontalo, JA 35701",pengacara887_bed-effort-put@pd.com,Pariaman,1987-12-24,Laki-Laki
888,Purwadi Firmansyah,2024-06-30,Hukum Pidana,(0472) 149-4089,"Gg. Moch. Ramdan No. 022, Tual, Kalimantan Utara 38719",pengacara888_inside-take-before@ud.desa.id,Dumai,1974-02-24,Laki-Laki
889,Hardana Palastri,2024-03-23,Hukum Keluarga,+62 (91) 000 70,"Gang W.R. Supratman No. 971, Banjarmasin, SN 77124",pengacara889_notice-through@ud.or.id,Kendari,1972-09-03,Laki-Laki
890,"Drs. Chelsea Sitorus, S.Psi",2024-12-15,Hukum Pidana,+62 (089) 602 6,"Gang Monginsidi No. 356, Magelang, SS 51966",pengacara890_blue-peace-ready@pt.org,Tomohon,1974-05-08,Wanita
891,"Daruna Wahyudin, M.Kom.",2024-10-10,Hukum Kepailitan,+62 (065) 487 0,"Gg. Pacuan Kuda No. 12, Balikpapan, Sumatera Barat 04034",pengacara891_effort-sometimes@pd.my.id,Banjarmasin,1991-10-14,Wanita
892,Gilda Zulkarnain,2025-03-17,Hukum Bisnis,+62-077-257-894,"Gg. Pacuan Kuda No. 17, Denpasar, Kalimantan Timur 80936",pengacara892_job-always-middle@ud.int,Meulaboh,1973-06-24,Laki-Laki
893,"Galak Pertiwi, M.TI.",2025-11-27,Hukum Keluarga,+62-049-279-224,"Gang Lembong No. 86, Padang Sidempuan, Nusa Tenggara Barat 70885",pengacara893_statement-pay-check@cv.web.id,Banjarbaru,1990-07-22,Wanita
894,Tri Napitupulu,2025-11-20,Hukum Perdata,+62-293-760-867,"Gang Sentot Alibasa No. 854, Parepare, Papua Barat 34740",pengacara894_third-knowledge-bit@pt.ac.id,Sawahlunto,1981-02-28,Laki-Laki
895,"Drs. Bakijan Yolanda, S.H.",2024-06-13,Hukum Keluarga,+62 (0130) 335-,"Jalan Ciwastra No. 1, Kota Administrasi Jakarta Pusat, BT 20593",pengacara895_after-well-unit@cv.net,Magelang,1990-10-03,Wanita
896,Bahuraksa Winarno,2024-02-21,Hukum Pajak,+62 (56) 943-72,"Jalan Tebet Barat Dalam No. 45, Kupang, Bengkulu 03133",pengacara896_thing-follow-worker@pd.or.id,Banjarbaru,1977-06-29,Laki-Laki
897,"Laila Puspasari, S.I.Kom",2025-05-26,Hukum Tata Negara,+62 (68) 003-70,"Gg. Dipenogoro No. 15, Prabumulih, LA 63838",pengacara897_scene-within-reason@pt.sch.id,Ternate,1982-01-06,Laki-Laki
898,Nasim Prasasta,2025-10-05,Hukum Tata Negara,+62-479-612-776,"Jl. Merdeka No. 43, Semarang, Kepulauan Riau 28162",pengacara898_ok-pay-coach-rise@pt.my.id,Bau-Bau,1989-01-07,Wanita
899,R.M. Salman Megantara,2024-03-24,Hukum Properti,+62 (0828) 502 ,"Jalan Bangka Raya No. 625, Sawahlunto, JK 91563",pengacara899_seat-although-throw@pt.ponpes.id,Ternate,1992-05-20,Laki-Laki
900,Carla Andriani,2025-03-09,Hukum Tata Negara,(093) 540-3183,"Jl. Waringin No. 16, Pagaralam, BT 75816",pengacara900_million-which-tax@pd.id,Semarang,1982-08-10,Wanita
901,Kartika Wijayanti,2025-12-05,Hukum Bisnis,(0956) 613 2657,"Jl. Rajawali Timur No. 94, Bontang, Sumatera Barat 80026",pengacara901_early-travel-trial@perum.gov,Bukittinggi,1990-05-04,Laki-Laki
902,Mahdi Suryono,2024-11-04,Hukum Bisnis,+62 (064) 667-7,"Jl. Soekarno Hatta No. 153, Bogor, KR 53149",pengacara902_happy-thank-nor@perum.mil,Dumai,1980-12-02,Wanita
903,dr. Lukman Nasyiah,2025-11-06,Hukum Pidana,+62 (552) 203 7,"Gg. Moch. Toha No. 5, Palembang, NB 20791",pengacara903_general-support@cv.ac.id,Palembang,1989-04-22,Laki-Laki
904,"drg. Edison Nurdiyanti, M.Kom.",2024-12-03,Hukum Kepailitan,089 935 4317,"Gg. Cikutra Barat No. 24, Tanjungpinang, PA 40007",pengacara904_article-ahead-media@cv.net.id,Sorong,1976-01-26,Wanita
905,Fitriani Palastri,2024-06-03,Hukum Perdata,(031) 559-0659,"Gang Jend. Sudirman No. 340, Bengkulu, RI 05516",pengacara905_line-treatment-lot@perum.int,Pekalongan,1981-07-29,Wanita
906,Mursinin Prastuti,2025-08-17,Hukum Tata Negara,+62 (59) 821-09,"Jalan Sentot Alibasa No. 14, Lhokseumawe, BT 64517",pengacara906_keep-start-key-firm@pd.ponpes.id,Tanjungpinang,1990-01-15,Laki-Laki
907,"Sutan Wawan Rahimah, S.Farm",2025-08-03,Hukum Bisnis,+62-096-752-851,"Gang Rumah Sakit No. 7, Tomohon, MA 04327",pengacara907_affect-size-stay@ud.gov,Banda Aceh,1988-04-12,Wanita
908,"Karna Simanjuntak, S.Farm",2025-01-10,Hukum Perdata,0839639051,"Gg. Asia Afrika No. 04, Cirebon, Jawa Tengah 35622",pengacara908_face-very-rather@perum.ponpes.id,Kupang,1982-08-23,Wanita
909,"Sutan Kayun Utami, M.Farm",2025-10-11,Hukum Bisnis,(0894) 349-4088,"Gang W.R. Supratman No. 33, Tomohon, Banten 38647",pengacara909_executive-year@cv.mil,Makassar,1988-10-10,Laki-Laki
910,Elisa Winarno,2025-03-04,Hukum Pajak,(0622) 708 0203,"Jl. Cikutra Timur No. 03, Pontianak, Kalimantan Utara 73341",pengacara910_teach-apply-entire@ud.go.id,Bandar Lampung,1985-09-30,Laki-Laki
911,Shakila Rajata,2025-08-20,Hukum Perdata,(0190) 399 5767,"Gang Ciwastra No. 037, Tangerang Selatan, PA 09848",pengacara911_of-coach-happy@pd.sch.id,Bogor,1983-04-16,Laki-Laki
912,Emin Novitasari,2024-02-24,Hukum Bisnis,+62-114-916-163,"Jalan Rajawali Timur No. 96, Prabumulih, GO 89434",pengacara912_sound-couple-race@perum.ponpes.id,Semarang,1987-12-29,Wanita
913,R. Karen Pratama,2025-10-23,Hukum Pidana,084 735 0506,"Gang Cihampelas No. 952, Pekanbaru, GO 07757",pengacara913_agree-upon-town@ud.mil.id,Ternate,1990-09-15,Laki-Laki
914,"Drs. Cindy Nurdiyanti, M.Ak",2025-07-19,Hukum Pidana,+62 (0413) 872-,"Gg. Dr. Djunjunan No. 5, Palembang, ST 48885",pengacara914_center-here-machine@ud.biz.id,Tangerang Selatan,1986-06-10,Wanita
915,Arta Sinaga,2024-08-04,Hukum Pidana,+62-79-790-4066,"Jalan Jayawijaya No. 919, Serang, Jawa Tengah 74552",pengacara915_part-he-everybody@ud.ac.id,Manado,1982-05-23,Laki-Laki
916,Cut Safina Utami,2025-11-04,Hukum Kepailitan,+62 (091) 173-6,"Jl. Rumah Sakit No. 416, Sabang, PA 23912",pengacara916_father-college@pd.go.id,Binjai,1970-09-21,Laki-Laki
917,"R. Kartika Padmasari, M.Pd",2024-03-12,Hukum Pajak,(0969) 896-0905,"Jl. Suryakencana No. 2, Bandar Lampung, BT 42133",pengacara917_together-player@ud.ac.id,Bandar Lampung,1986-07-18,Laki-Laki
918,Lintang Sinaga,2024-03-03,Hukum Pajak,0867664859,"Jalan Surapati No. 4, Ambon, Kepulauan Riau 10527",pengacara918_activity-smile@pd.go.id,Kotamobagu,1984-02-12,Laki-Laki
919,Ade Putra,2025-11-09,Hukum Pajak,+62 (423) 503 2,"Gang Antapani Lama No. 1, Palopo, Bali 91408",pengacara919_sing-daughter@cv.sch.id,Dumai,1994-03-23,Laki-Laki
920,Salimah Pratama,2025-09-23,Hukum Bisnis,+62 (068) 922 4,"Gang Kendalsari No. 8, Kupang, PA 15922",pengacara920_from-quality-fire@pd.mil,Palembang,1988-09-01,Laki-Laki
921,Baktianto Zulkarnain,2024-05-29,Hukum Pajak,+62 (0066) 303 ,"Jalan Jend. A. Yani No. 7, Tidore Kepulauan, KI 35663",pengacara921_woman-book-art-huge@pd.go.id,Tarakan,1988-01-17,Wanita
922,Najwa Laksita,2025-06-25,Hukum Kepailitan,+62 (0557) 454 ,"Jalan Yos Sudarso No. 74, Bogor, JB 58337",pengacara922_present-popular@ud.co.id,Magelang,1995-06-14,Laki-Laki
923,Cemplunk Rahayu,2024-10-22,Hukum Tata Negara,+62-0417-256-20,"Jalan Erlangga No. 28, Tangerang, Jawa Timur 01865",pengacara923_itself-without-see@pd.ponpes.id,Tanjungbalai,1987-03-06,Wanita
924,Sutan Viktor Saptono,2025-02-01,Hukum Pajak,+62 (0839) 985 ,"Jl. Cikutra Timur No. 316, Pasuruan, KR 41163",pengacara924_environmental@perum.go.id,Pariaman,1974-11-05,Laki-Laki
925,Jelita Dongoran,2024-01-26,Hukum Tata Negara,+62 (993) 060 7,"Jl. R.E Martadinata No. 27, Makassar, Kalimantan Timur 66428",pengacara925_cause-value-really@pd.ponpes.id,Kupang,1975-02-06,Wanita
926,"T. Banara Tamba, S.Ked",2024-04-23,Hukum Tata Negara,(0668) 421-9005,"Jalan Cihampelas No. 6, Makassar, JK 11124",pengacara926_public-beautiful@pt.edu,Medan,1990-03-11,Wanita
927,Ega Siregar,2025-04-30,Hukum Bisnis,+62 (07) 213 43,"Jalan Cikapayang No. 58, Kota Administrasi Jakarta Selatan, DI Yogyakarta 59650",pengacara927_everybody@pd.org,Sukabumi,1974-06-30,Wanita
928,"Salimah Habibi, S.Gz",2025-09-14,Hukum Kepailitan,+62 (41) 174 23,"Jalan Rajiman No. 10, Bitung, JT 90621",pengacara928_power-even-check@perum.biz.id,Pematangsiantar,1973-05-09,Laki-Laki
929,"R. Elvin Suryatmi, S.E.",2025-07-27,Hukum Perdata,+62-046-922-293,"Gg. Ciumbuleuit No. 4, Palembang, Sumatera Utara 30405",pengacara929_throw-dog-every@pt.com,Pematangsiantar,1985-05-18,Laki-Laki
930,Jamalia Yulianti,2025-03-24,Hukum Keluarga,+62 (009) 412 6,"Gang Astana Anyar No. 69, Tidore Kepulauan, Maluku Utara 06048",pengacara930_artist-prove@perum.go.id,Lubuklinggau,1991-10-20,Wanita
931,"Tgk. Dewi Iswahyudi, S.E.I",2024-02-13,Hukum Pajak,(0342) 491 9789,"Gang Jayawijaya No. 11, Palu, Gorontalo 53269",pengacara931_within-happy-six@perum.int,Tidore Kepulauan,1991-03-15,Laki-Laki
932,Sutan Banara Kuswandari,2025-04-07,Hukum Pidana,+62 (30) 462-09,"Gang Joyoboyo No. 89, Tanjungpinang, Gorontalo 01432",pengacara932_give-write-order@pt.edu,Ambon,1977-11-29,Laki-Laki
933,Wage Suryatmi,2025-08-23,Hukum Tata Negara,(092) 590-1117,"Gang Dr. Djunjunan No. 043, Jambi, Sulawesi Selatan 44136",pengacara933_father-whatever@perum.desa.id,Pariaman,1991-02-26,Wanita
934,"Mala Saragih, M.M.",2025-05-19,Hukum Pidana,+62 (047) 298-2,"Jalan Cihampelas No. 383, Balikpapan, SU 87272",pengacara934_down-key-build@pt.or.id,Tomohon,1995-09-01,Laki-Laki
935,Dodo Damanik,2024-11-09,Hukum Keluarga,(0381) 989-9082,"Gg. Lembong No. 751, Binjai, Bali 23056",pengacara935_foot-full-concern@perum.co.id,Subulussalam,1981-08-15,Laki-Laki
936,Danuja Wasita,2024-08-03,Hukum Properti,(0302) 983 6754,"Jl. Cikutra Timur No. 69, Kendari, Gorontalo 22199",pengacara936_draw-table-care@cv.ac.id,Palopo,1980-12-16,Wanita
937,Tgk. Wani Mahendra,2024-04-10,Hukum Perdata,+62 (052) 985 1,"Jalan Jayawijaya No. 2, Kupang, DKI Jakarta 92093",pengacara937_wall-man-wish@ud.com,Bekasi,1988-05-29,Laki-Laki
938,Amelia Rajasa,2024-04-02,Hukum Keluarga,+62-42-191-7828,"Jl. M.T Haryono No. 174, Kota Administrasi Jakarta Utara, JI 59824",pengacara938_whether-spend-oil@ud.web.id,Binjai,1990-09-15,Laki-Laki
939,"Puti Ulya Prayoga, S.Kom",2025-02-16,Hukum Properti,+62-028-611-817,"Gg. Jamika No. 0, Tomohon, KS 24639",pengacara939_during-available@ud.my.id,Probolinggo,1993-03-12,Laki-Laki
940,Olivia Suartini,2025-07-04,Hukum Pidana,+62-547-121-835,"Gg. KH Amin Jasuta No. 48, Pekalongan, Jawa Timur 16020",pengacara940_sound-power-listen@pd.gov,Tarakan,1974-05-06,Wanita
941,"Tgk. Dina Tampubolon, S.I.Kom",2024-06-19,Hukum Perdata,+62 (0362) 002 ,"Jalan Pacuan Kuda No. 431, Kupang, Maluku Utara 26753",pengacara941_baby-boy-job@pt.or.id,Sibolga,1993-12-08,Wanita
942,Lukita Yuniar,2024-10-28,Hukum Pidana,+62 (36) 760-65,"Jl. Kebonjati No. 6, Tanjungbalai, Kalimantan Selatan 48508",pengacara942_five-put-concern@cv.net.id,Kota Administrasi Jakarta Timur,1981-07-17,Wanita
943,Hj. Padmi Kuswoyo,2025-06-01,Hukum Pidana,+62 (0528) 583 ,"Gang Raya Ujungberung No. 955, Tasikmalaya, AC 44867",pengacara943_behind-ten-expert@ud.org,Banjarmasin,1994-06-30,Wanita
944,Ganjaran Safitri,2024-02-12,Hukum Kepailitan,+62 (321) 392 4,"Jalan Rumah Sakit No. 73, Denpasar, KS 15819",pengacara944_likely-seek@pd.sch.id,Gorontalo,1985-02-08,Laki-Laki
945,Yusuf Purnawati,2025-10-22,Hukum Pidana,+62 (0084) 760 ,"Gg. Cempaka No. 395, Bima, AC 36265",pengacara945_commercial-bill@pt.id,Binjai,1986-11-02,Laki-Laki
946,"dr. Prayoga Wastuti, S.Ked",2025-01-11,Hukum Keluarga,(0477) 023 3661,"Jl. Moch. Ramdan No. 813, Padangpanjang, BT 55807",pengacara946_site-myself-black@pd.mil.id,Subulussalam,1975-08-07,Wanita
947,Sutan Cagak Permata,2025-04-01,Hukum Kepailitan,0873903551,"Jl. Sukajadi No. 6, Bontang, KI 45429",pengacara947_visit-wait-travel@cv.go.id,Samarinda,1978-04-26,Laki-Laki
948,"Puti Jasmin Pradipta, S.E.",2025-03-23,Hukum Tata Negara,+62 (041) 708 9,"Jalan Asia Afrika No. 750, Magelang, KI 04437",pengacara948_because-cover@perum.web.id,Bima,1980-09-22,Laki-Laki
949,"R. Ulva Mansur, M.Pd",2025-12-18,Hukum Pidana,+62 (0300) 231 ,"Gg. Medokan Ayu No. 886, Ternate, GO 90569",pengacara949_ground-different@pt.co.id,Tasikmalaya,1986-12-23,Laki-Laki
950,Zaenab Maryadi,2024-04-29,Hukum Pajak,+62-019-205-023,"Jl. W.R. Supratman No. 783, Sibolga, Sumatera Utara 13620",pengacara950_step-be-remember@ud.net.id,Palangkaraya,1972-02-19,Laki-Laki
951,"Jabal Suryono, S.E.",2025-11-13,Hukum Perdata,+62 (089) 562-3,"Jl. Ahmad Dahlan No. 5, Metro, Sulawesi Selatan 69408",pengacara951_night-quality@cv.id,Pangkalpinang,1979-02-05,Laki-Laki
952,KH. Waluyo Ramadan,2024-03-06,Hukum Perdata,(097) 661 2952,"Jl. Pasir Koja No. 748, Tidore Kepulauan, Papua Barat 70630",pengacara952_care-sign-and@pd.mil.id,Tanjungbalai,1992-11-25,Laki-Laki
953,"T. Daryani Setiawan, S.Sos",2025-10-29,Hukum Pidana,+62 (0598) 917-,"Gg. Cihampelas No. 7, Meulaboh, Jambi 41922",pengacara953_teach-read-movie@ud.net.id,Palu,1994-08-24,Laki-Laki
954,"dr. Aurora Wasita, S.Farm",2024-05-14,Hukum Properti,(0968) 164-3616,"Gang Kapten Muslihat No. 70, Kotamobagu, KT 84433",pengacara954_religious-yeah@cv.desa.id,Kota Administrasi Jakarta Utara,1993-08-15,Laki-Laki
955,Jumadi Budiyanto,2024-08-17,Hukum Properti,+62 (955) 205 1,"Jalan Asia Afrika No. 3, Sabang, Sulawesi Selatan 42273",pengacara955_response-anything@cv.or.id,Semarang,1979-09-09,Laki-Laki
956,Fitriani Tamba,2025-11-10,Hukum Bisnis,+62-0995-294-87,"Jalan Kiaracondong No. 78, Banda Aceh, Nusa Tenggara Timur 07067",pengacara956_loss-yourself@cv.id,Pasuruan,1975-07-26,Wanita
957,Rosman Kusmawati,2024-06-17,Hukum Bisnis,+62 (764) 837-8,"Jl. Kapten Muslihat No. 72, Pontianak, Jawa Timur 98647",pengacara957_son-remember@cv.net,Ternate,1977-09-09,Wanita
958,"Fathonah Tamba, S.Gz",2025-03-09,Hukum Bisnis,+62 (755) 522 9,"Gg. R.E Martadinata No. 4, Bontang, Aceh 06663",pengacara958_reach-later-compare@pt.biz.id,Bandar Lampung,1979-05-23,Laki-Laki
959,Tina Nuraini,2024-03-24,Hukum Keluarga,+62 (0908) 755-,"Jl. Rungkut Industri No. 05, Sabang, KR 08956",pengacara959_capital-two-people@cv.desa.id,Sawahlunto,1993-04-02,Laki-Laki
960,Sarah Wijayanti,2025-11-21,Hukum Perdata,+62 (028) 933-3,"Gang M.T Haryono No. 446, Bitung, Sulawesi Tenggara 06015",pengacara960_opportunity-perform@ud.my.id,Sawahlunto,1993-03-31,Laki-Laki
961,"drg. Zulaikha Tamba, S.Ked",2024-05-22,Hukum Kepailitan,(082) 506 7291,"Jl. Ahmad Dahlan No. 426, Lubuklinggau, GO 97624",pengacara961_current-deal-great@pt.ponpes.id,Pematangsiantar,1993-10-22,Wanita
962,Zaenab Fujiati,2024-09-19,Hukum Pidana,+62 (006) 219-1,"Gang Gedebage Selatan No. 5, Bima, LA 26202",pengacara962_table-when-believe@pd.or.id,Palangkaraya,1984-07-23,Wanita
963,Rosman Samosir,2025-08-21,Hukum Pidana,+62 (0586) 143 ,"Jl. Asia Afrika No. 84, Padangpanjang, Aceh 01491",pengacara963_race-know-inside@cv.com,Lhokseumawe,1990-12-20,Wanita
964,Julia Haryanti,2024-07-13,Hukum Kepailitan,088 687 2920,"Gg. R.E Martadinata No. 41, Pariaman, Kepulauan Riau 50943",pengacara964_memory-leg-much@pd.ac.id,Singkawang,1981-09-16,Wanita
965,Elvina Jailani,2024-04-15,Hukum Pidana,+62 (867) 303-4,"Gg. PHH. Mustofa No. 8, Bau-Bau, Kepulauan Bangka Belitung 49462",pengacara965_computer-few-bring@perum.my.id,Kota Administrasi Jakarta Selatan,1989-07-03,Laki-Laki
966,Puput Pradana,2024-09-16,Hukum Tata Negara,+62 (086) 580-2,"Gang Wonoayu No. 897, Blitar, MA 62007",pengacara966_sport-do-kitchen@ud.co.id,Banda Aceh,1979-03-21,Laki-Laki
967,drg. Ajiono Hutasoit,2025-11-13,Hukum Pajak,+62 (759) 892-0,"Gg. Pasirkoja No. 55, Sukabumi, SU 58704",pengacara967_home-inside-start@pt.edu,Tebingtinggi,1990-02-04,Wanita
968,"KH. Garan Waluyo, S.H.",2024-08-09,Hukum Pajak,+62-23-287-3737,"Gg. Merdeka No. 29, Bengkulu, MU 32023",pengacara968_official-she-where@pt.net,Langsa,1983-02-17,Laki-Laki
969,R. Wadi Hassanah,2024-08-20,Hukum Tata Negara,+62 (0906) 095 ,"Jalan PHH. Mustofa No. 99, Gorontalo, LA 57239",pengacara969_give-happy-program@pd.edu,Makassar,1988-12-23,Laki-Laki
970,Caturangga Halimah,2025-06-25,Hukum Kepailitan,+62-015-734-968,"Jl. Rajiman No. 2, Surabaya, BA 52728",pengacara970_situation-born-area@pd.biz.id,Malang,1973-02-18,Laki-Laki
971,Gadang Rahayu,2025-01-24,Hukum Bisnis,+62 (25) 082 97,"Jl. Rajawali Timur No. 9, Kendari, SR 70506",pengacara971_standard-pattern@pt.net.id,Bengkulu,1973-09-23,Wanita
972,Hj. Halima Pudjiastuti,2025-10-08,Hukum Kepailitan,+62-009-215-448,"Jl. Cikapayang No. 486, Manado, Sulawesi Tenggara 83663",pengacara972_argue-wrong-house@ud.or.id,Blitar,1970-03-14,Laki-Laki
973,Paiman Nasyidah,2024-11-13,Hukum Pidana,0862382083,"Jl. Wonoayu No. 26, Tarakan, Jambi 57170",pengacara973_body-friend-whether@cv.org,Tanjungbalai,1980-12-16,Wanita
974,"Tgk. Anita Laksita, M.TI.",2024-02-08,Hukum Tata Negara,+62 (0712) 999-,"Gang Kiaracondong No. 756, Madiun, Kalimantan Selatan 99906",pengacara974_couple-factor@perum.id,Medan,1970-11-14,Wanita
975,"Carub Yuliarti, S.T.",2025-05-06,Hukum Pidana,(0534) 968 0965,"Jalan Jayawijaya No. 93, Balikpapan, Gorontalo 44807",pengacara975_put-least-add@cv.mil,Yogyakarta,1990-04-19,Laki-Laki
976,Restu Aryani,2024-10-12,Hukum Tata Negara,+62 (0949) 488 ,"Jl. Ahmad Dahlan No. 4, Langsa, Sulawesi Barat 51411",pengacara976_third-child-chair@ud.my.id,Sibolga,1980-06-17,Wanita
977,Vanesa Marpaung,2025-08-22,Hukum Bisnis,+62-088-309-844,"Gang M.H Thamrin No. 235, Bogor, JI 46064",pengacara977_cell-business-argue@pd.com,Cilegon,1986-11-19,Laki-Laki
978,Eka Nashiruddin,2025-09-24,Hukum Kepailitan,0897772039,"Jalan PHH. Mustofa No. 197, Madiun, Bengkulu 42851",pengacara978_they-plan-yet@pt.co.id,Tanjungbalai,1980-08-19,Wanita
979,Perkasa Pradipta,2025-07-30,Hukum Bisnis,+62-713-887-309,"Gg. Monginsidi No. 0, Bitung, Sulawesi Tengah 30862",pengacara979_strategy-so-series@ud.biz.id,Kota Administrasi Jakarta Barat,1977-11-21,Wanita
980,R.M. Gantar Mayasari,2024-12-06,Hukum Pidana,+62 (0395) 244-,"Jl. Ahmad Yani No. 0, Bogor, Sumatera Selatan 35230",pengacara980_crime-later-both@ud.desa.id,Samarinda,1988-08-27,Laki-Laki
981,"R. Wardi Sihombing, S.Pd",2024-04-03,Hukum Perdata,+62-122-402-440,"Jalan HOS. Cokroaminoto No. 342, Subulussalam, Bali 33613",pengacara981_know-risk-fire@cv.or.id,Blitar,1988-02-29,Laki-Laki
982,Zalindra Siregar,2025-12-06,Hukum Keluarga,+62 (067) 924-5,"Gg. Rajiman No. 32, Kupang, Bengkulu 17847",pengacara982_deep-media-enough@perum.net.id,Probolinggo,1970-12-17,Laki-Laki
983,"Lala Dongoran, S.I.Kom",2024-09-01,Hukum Perdata,(0081) 732-2646,"Jl. Gedebage Selatan No. 123, Bandar Lampung, LA 97243",pengacara983_growth-party-series@cv.web.id,Bandung,1972-12-21,Laki-Laki
984,"Drs. Widya Hakim, M.M.",2024-11-18,Hukum Tata Negara,(0014) 050 2139,"Jl. Sukajadi No. 46, Probolinggo, BT 18878",pengacara984_color-skin-possible@perum.mil,Pontianak,1981-10-15,Laki-Laki
985,Kani Kurniawan,2025-12-25,Hukum Tata Negara,(075) 368 7760,"Jl. Ronggowarsito No. 07, Banjar, BT 04471",pengacara985_old-remember@pt.int,Tebingtinggi,1993-02-07,Wanita
986,Melinda Mulyani,2025-05-13,Hukum Properti,+62 (20) 169-11,"Gang Rungkut Industri No. 206, Batam, JI 48790",pengacara986_east-join-show@pt.desa.id,Probolinggo,1979-01-25,Wanita
987,Tasnim Fujiati,2025-11-27,Hukum Keluarga,(0784) 891 7746,"Jl. Gardujati No. 07, Cilegon, Jambi 34909",pengacara987_economic-along@pd.ac.id,Tegal,1990-02-13,Wanita
988,Umi Namaga,2025-01-04,Hukum Tata Negara,+62 (000) 133 4,"Gg. Joyoboyo No. 6, Tanjungbalai, KI 86970",pengacara988_memory-almost-in@cv.id,Sabang,1986-01-16,Laki-Laki
989,"Sidiq Rajata, S.Sos",2024-06-15,Hukum Kepailitan,+62 (0002) 155-,"Gg. Ciumbuleuit No. 9, Bontang, JA 42290",pengacara989_sort-second-health@pt.my.id,Bandung,1975-10-26,Wanita
990,T. Ajiono Maulana,2025-12-11,Hukum Tata Negara,(0113) 156 3019,"Gg. BKR No. 899, Kota Administrasi Jakarta Selatan, Maluku 99508",pengacara990_window-speak-light@cv.edu,Pontianak,1980-03-22,Laki-Laki
991,Ir. Ibrani Hakim,2025-12-04,Hukum Pajak,+62-0529-713-30,"Jalan Cikutra Barat No. 895, Gorontalo, JT 58617",pengacara991_career-because@ud.net,Palopo,1982-02-09,Wanita
992,Ir. Rendy Nainggolan,2025-05-04,Hukum Pajak,+62 (58) 794 23,"Jalan Yos Sudarso No. 159, Medan, SU 05451",pengacara992_price-as-serve-five@pt.ponpes.id,Ternate,1992-02-29,Laki-Laki
993,Prakosa Mahendra,2024-06-10,Hukum Pidana,(017) 876 0951,"Jl. Cihampelas No. 148, Solok, Kepulauan Bangka Belitung 95958",pengacara993_record-eye-power@pd.web.id,Bau-Bau,1984-11-04,Wanita
994,"Dr. Lalita Mangunsong, M.M.",2025-11-28,Hukum Perdata,+62 (0342) 299 ,"Jl. Wonoayu No. 409, Sawahlunto, Bengkulu 87757",pengacara994_budget-thank-near@pt.int,Purwokerto,1979-06-25,Wanita
995,Ella Rahimah,2024-10-28,Hukum Tata Negara,+62-085-328-921,"Jl. Raya Ujungberung No. 9, Bontang, JT 56721",pengacara995_throughout-station@pd.int,Purwokerto,1992-02-13,Laki-Laki
